"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/07/25","05:06","0.868","-","1.34"
"2023/07/25","05:12","0.895","-","1.4"
"2023/07/25","05:18","0.922","-","1.4"
"2023/07/25","05:24","0.949","-","1.46"
"2023/07/25","05:30","0.977","-","1.49"
"2023/07/25","05:36","1.004","-","1.48"
"2023/07/25","05:42","1.031","-","1.52"
"2023/07/25","05:48","1.058","-","1.61"
"2023/07/25","05:54","1.084","-","1.62"
"2023/07/25","06:00","1.111","-","1.57"
"2023/07/25","06:06","1.136","-","1.63"
"2023/07/25","06:12","1.162","-","1.73"
"2023/07/25","06:18","1.187","-","1.74"
"2023/07/25","06:24","1.212","-","1.69"
"2023/07/25","06:30","1.236","-","1.75"
"2023/07/25","06:36","1.26","-","1.77"
"2023/07/25","06:42","1.283","-","1.85"
"2023/07/25","06:48","1.305","-","1.87"
"2023/07/25","06:54","1.327","-","1.89"
"2023/07/25","07:00","1.349","-","1.85"
"2023/07/25","07:06","1.369","-","1.91"
"2023/07/25","07:12","1.389","-","2.02"
"2023/07/25","07:18","1.408","-","2"
"2023/07/25","07:24","1.427","-","1.94"
"2023/07/25","07:30","1.445","-","1.96"
"2023/07/25","07:36","1.462","-","2.06"
"2023/07/25","07:42","1.479","-","2.1"
"2023/07/25","07:48","1.494","-","2.07"
"2023/07/25","07:54","1.509","-","2.08"
"2023/07/25","08:00","1.523","-","2.05"
"2023/07/25","08:06","1.537","-","2.08"
"2023/07/25","08:12","1.549","-","2.12"
"2023/07/25","08:18","1.561","-","2.09"
"2023/07/25","08:24","1.572","-","2.14"
"2023/07/25","08:30","1.582","-","2.13"
"2023/07/25","08:36","1.591","-","2.13"
"2023/07/25","08:42","1.6","-","2.1"
"2023/07/25","08:48","1.607","-","2.19"
"2023/07/25","08:54","1.614","-","2.19"
"2023/07/25","09:00","1.62","-","2.13"
"2023/07/25","09:06","1.624","-","2.17"
"2023/07/25","09:12","1.628","-","2.11"
"2023/07/25","09:18","1.631","-","2.16"
"2023/07/25","09:24","1.634","-","2.24"
"2023/07/25","09:30","1.635","-","2.15"
"2023/07/25","09:36","1.635","-","2.12"
"2023/07/25","09:42","1.635","-","2.13"
"2023/07/25","09:48","1.633","-","2.2"
"2023/07/25","09:54","1.631","-","2.22"
"2023/07/25","10:00","1.628","-","2.11"
"2023/07/25","10:06","1.624","-","2.09"
"2023/07/25","10:12","1.62","-","2.17"
"2023/07/25","10:18","1.614","-","2.17"
"2023/07/25","10:24","1.608","-","2.17"
"2023/07/25","10:30","1.602","-","2.12"
"2023/07/25","10:36","1.594","-","2.09"
"2023/07/25","10:42","1.587","-","2.13"
"2023/07/25","10:48","1.578","-","2.11"
"2023/07/25","10:54","1.569","-","2.1"
"2023/07/25","11:00","1.56","-","2.11"
"2023/07/25","11:06","1.55","-","2.03"
"2023/07/25","11:12","1.54","-","2.05"
"2023/07/25","11:18","1.53","-","2.06"
"2023/07/25","11:24","1.52","-","2.06"
"2023/07/25","11:30","1.509","-","1.98"
"2023/07/25","11:36","1.498","-","2.03"
"2023/07/25","11:42","1.487","-","2.03"
"2023/07/25","11:48","1.476","-","1.99"
"2023/07/25","11:54","1.466","-","1.98"
"2023/07/25","12:00","1.455","-","1.96"
"2023/07/25","12:06","1.444","-","1.94"
"2023/07/25","12:12","1.434","-","1.98"
"2023/07/25","12:18","1.423","-","1.93"
"2023/07/25","12:24","1.413","-","1.97"
"2023/07/25","12:30","1.404","-","1.91"
"2023/07/25","12:36","1.394","-","1.85"
"2023/07/25","12:42","1.385","-","1.95"
"2023/07/25","12:48","1.376","-","1.9"
"2023/07/25","12:54","1.368","-","1.89"
"2023/07/25","13:00","1.359","-","1.85"
"2023/07/25","13:06","1.352","-","1.83"
"2023/07/25","13:12","1.344","-","1.83"
"2023/07/25","13:18","1.338","-","1.83"
"2023/07/25","13:24","1.331","-","1.86"
"2023/07/25","13:30","1.325","-","1.81"
"2023/07/25","13:36","1.32","-","1.8"
"2023/07/25","13:42","1.315","-","1.84"
"2023/07/25","13:48","1.311","-","1.79"
"2023/07/25","13:54","1.307","-","1.78"
"2023/07/25","14:00","1.303","-","1.81"
"2023/07/25","14:06","1.3","-","1.82"
"2023/07/25","14:12","1.298","-","1.74"
"2023/07/25","14:18","1.297","-","1.7"
"2023/07/25","14:24","1.296","-","1.84"
"2023/07/25","14:30","1.295","-","1.8"
"2023/07/25","14:36","1.295","-","1.76"
"2023/07/25","14:42","1.296","-","1.77"
"2023/07/25","14:48","1.297","-","1.76"
"2023/07/25","14:54","1.299","-","1.76"
"2023/07/25","15:00","1.302","-","1.8"
"2023/07/25","15:06","1.306","-","1.83"
"2023/07/25","15:12","1.31","-","1.76"
"2023/07/25","15:18","1.314","-","1.73"
"2023/07/25","15:24","1.32","-","1.81"
"2023/07/25","15:30","1.326","-","1.85"
"2023/07/25","15:36","1.333","-","1.77"
"2023/07/25","15:42","1.34","-","1.77"
"2023/07/25","15:48","1.348","-","1.79"
"2023/07/25","15:54","1.357","-","1.8"
"2023/07/25","16:00","1.366","-","1.82"
"2023/07/25","16:06","1.375","-","1.84"
"2023/07/25","16:12","1.386","-","1.79"
"2023/07/25","16:18","1.396","-","1.82"
"2023/07/25","16:24","1.407","-","1.84"
"2023/07/25","16:30","1.419","-","1.85"
"2023/07/25","16:36","1.431","-","1.91"
"2023/07/25","16:42","1.443","-","1.79"
"2023/07/25","16:48","1.455","-","1.86"
"2023/07/25","16:54","1.467","-","1.96"
"2023/07/25","17:00","1.48","-","1.89"
"2023/07/25","17:06","1.492","-","1.85"
"2023/07/25","17:12","1.505","-","1.94"
"2023/07/25","17:18","1.517","-","1.98"
"2023/07/25","17:24","1.529","-","1.98"
"2023/07/25","17:30","1.541","-","1.93"
"2023/07/25","17:36","1.553","-","2.01"
"2023/07/25","17:42","1.564","-","2.02"
"2023/07/25","17:48","1.575","-","1.99"
"2023/07/25","17:54","1.585","-","2.01"
"2023/07/25","18:00","1.595","-","2.04"
"2023/07/25","18:06","1.605","-","2.06"
"2023/07/25","18:12","1.614","-","2.02"
"2023/07/25","18:18","1.622","-","2.04"
"2023/07/25","18:24","1.629","-","2.04"
"2023/07/25","18:30","1.636","-","2.11"
"2023/07/25","18:36","1.642","-","2.12"
"2023/07/25","18:42","1.648","-","2.11"
"2023/07/25","18:48","1.652","-","2.13"
"2023/07/25","18:54","1.656","-","2.06"
"2023/07/25","19:00","1.659","-","2.12"
"2023/07/25","19:06","1.661","-","2.16"
"2023/07/25","19:12","1.663","-","2.13"
"2023/07/25","19:18","1.663","-","2.15"
"2023/07/25","19:24","1.663","-","2.11"
"2023/07/25","19:30","1.662","-","2.15"
"2023/07/25","19:36","1.66","-","2.13"
"2023/07/25","19:42","1.657","-","2.11"
"2023/07/25","19:48","1.654","-","2.12"
"2023/07/25","19:54","1.649","-","2.11"
"2023/07/25","20:00","1.644","-","2.13"
"2023/07/25","20:06","1.637","-","2.11"
"2023/07/25","20:12","1.63","-","2.08"
"2023/07/25","20:18","1.622","-","2.08"
"2023/07/25","20:24","1.613","-","2.06"
"2023/07/25","20:30","1.604","-","2.09"
"2023/07/25","20:36","1.593","-","2.06"
"2023/07/25","20:42","1.582","-","2.02"
"2023/07/25","20:48","1.569","-","1.99"
"2023/07/25","20:54","1.556","-","2.01"
"2023/07/25","21:00","1.541","-","1.99"
"2023/07/25","21:06","1.526","-","1.96"
"2023/07/25","21:12","1.51","-","1.95"
"2023/07/25","21:18","1.493","-","1.96"
"2023/07/25","21:24","1.475","-","1.86"
"2023/07/25","21:30","1.456","-","1.92"
"2023/07/25","21:36","1.437","-","1.95"
"2023/07/25","21:42","1.416","-","1.86"
"2023/07/25","21:48","1.395","-","1.82"
"2023/07/25","21:54","1.372","-","1.78"
"2023/07/25","22:00","1.349","-","1.77"
"2023/07/25","22:06","1.325","-","1.75"
"2023/07/25","22:12","1.3","-","1.78"
"2023/07/25","22:18","1.275","-","1.67"
"2023/07/25","22:24","1.249","-","1.66"
"2023/07/25","22:30","1.222","-","1.64"
"2023/07/25","22:36","1.195","-","1.65"
"2023/07/25","22:42","1.167","-","1.6"
"2023/07/25","22:48","1.139","-","1.59"
"2023/07/25","22:54","1.111","-","1.53"
"2023/07/25","23:00","1.082","-","1.51"
"2023/07/25","23:06","1.053","-","1.47"
"2023/07/25","23:12","1.023","-","1.5"
"2023/07/25","23:18","0.994","-","1.45"
"2023/07/25","23:24","0.964","-","1.41"
"2023/07/25","23:30","0.935","-","1.35"
"2023/07/25","23:36","0.905","-","1.36"
"2023/07/25","23:42","0.876","-","1.34"
"2023/07/25","23:48","0.847","-","1.3"
"2023/07/25","23:54","0.818","-","1.27"
"2023/07/26","00:00","0.79","-","1.18"
"2023/07/26","00:06","0.762","-","1.2"
"2023/07/26","00:12","0.735","-","1.17"
"2023/07/26","00:18","0.708","-","1.22"
"2023/07/26","00:24","0.681","-","1.18"
"2023/07/26","00:30","0.656","-","1.09"
"2023/07/26","00:36","0.631","-","1.04"
"2023/07/26","00:42","0.606","-","1.05"
"2023/07/26","00:48","0.582","-","1.06"
"2023/07/26","00:54","0.56","-","1.07"
"2023/07/26","01:00","0.538","-","0.98"
"2023/07/26","01:06","0.516","-","0.91"
"2023/07/26","01:12","0.496","-","0.96"
"2023/07/26","01:18","0.476","-","0.94"
"2023/07/26","01:24","0.458","-","0.99"
"2023/07/26","01:30","0.44","-","0.86"
"2023/07/26","01:36","0.423","-","0.87"
"2023/07/26","01:42","0.407","-","0.84"
"2023/07/26","01:48","0.392","-","0.85"
"2023/07/26","01:54","0.379","-","0.88"
"2023/07/26","02:00","0.366","-","0.81"
"2023/07/26","02:06","0.354","-","0.78"
"2023/07/26","02:12","0.343","-","0.76"
"2023/07/26","02:18","0.334","-","0.79"
"2023/07/26","02:24","0.325","-","0.82"
"2023/07/26","02:30","0.318","-","0.76"
"2023/07/26","02:36","0.312","-","0.69"
"2023/07/26","02:42","0.307","-","0.75"
"2023/07/26","02:48","0.303","-","0.74"
"2023/07/26","02:54","0.3","-","0.73"
"2023/07/26","03:00","0.299","-","0.76"
"2023/07/26","03:06","0.299","-","0.74"
"2023/07/26","03:12","0.301","-","0.67"
"2023/07/26","03:18","0.303","-","0.74"
"2023/07/26","03:24","0.307","-","0.77"
"2023/07/26","03:30","0.313","-","0.71"
"2023/07/26","03:36","0.32","-","0.74"
"2023/07/26","03:42","0.328","-","0.73"
"2023/07/26","03:48","0.338","-","0.74"
"2023/07/26","03:54","0.349","-","0.76"
"2023/07/26","04:00","0.361","-","0.75"
"2023/07/26","04:06","0.375","-","0.75"
"2023/07/26","04:12","0.39","-","0.85"
"2023/07/26","04:18","0.406","-","0.85"
"2023/07/26","04:24","0.424","-","0.81"
"2023/07/26","04:30","0.443","-","0.85"
"2023/07/26","04:36","0.463","-","0.93"
"2023/07/26","04:42","0.484","-","0.91"
"2023/07/26","04:48","0.506","-","0.9"
"2023/07/26","04:54","0.53","-","1"
"2023/07/26","05:00","0.554","-","0.95"
"2023/07/26","05:06","0.579","-","0.96"
"2023/07/26","05:12","0.606","-","0.97"
"2023/07/26","05:18","0.633","-","1.07"
"2023/07/26","05:24","0.66","-","1.13"
"2023/07/26","05:30","0.689","-","1.08"
"2023/07/26","05:36","0.718","-","1.03"
"2023/07/26","05:42","0.747","-","1.15"
"2023/07/26","05:48","0.777","-","1.17"
"2023/07/26","05:54","0.807","-","1.24"
"2023/07/26","06:00","0.838","-","1.21"
"2023/07/26","06:06","0.869","-","1.21"
"2023/07/26","06:12","0.9","-","1.29"
"2023/07/26","06:18","0.931","-","1.36"
"2023/07/26","06:24","0.963","-","1.38"
"2023/07/26","06:30","0.994","-","1.35"
"2023/07/26","06:36","1.026","-","1.36"
"2023/07/26","06:42","1.057","-","1.45"
"2023/07/26","06:48","1.088","-","1.47"
"2023/07/26","06:54","1.119","-","1.56"
"2023/07/26","07:00","1.15","-","1.52"
"2023/07/26","07:06","1.181","-","1.48"
"2023/07/26","07:12","1.212","-","1.58"
"2023/07/26","07:18","1.242","-","1.66"
"2023/07/26","07:24","1.273","-","1.66"
"2023/07/26","07:30","1.302","-","1.66"
"2023/07/26","07:36","1.332","-","1.66"
"2023/07/26","07:42","1.361","-","1.72"
"2023/07/26","07:48","1.39","-","1.77"
"2023/07/26","07:54","1.418","-","1.82"
"2023/07/26","08:00","1.446","-","1.82"
"2023/07/26","08:06","1.474","-","1.85"
"2023/07/26","08:12","1.501","-","1.87"
"2023/07/26","08:18","1.527","-","1.88"
"2023/07/26","08:24","1.553","-","1.94"
"2023/07/26","08:30","1.578","-","2.05"
"2023/07/26","08:36","1.603","-","1.99"
"2023/07/26","08:42","1.627","-","1.96"
"2023/07/26","08:48","1.65","-","2.09"
"2023/07/26","08:54","1.673","-","2.12"
"2023/07/26","09:00","1.695","-","2.12"
"2023/07/26","09:06","1.716","-","2.12"
"2023/07/26","09:12","1.736","-","2.1"
"2023/07/26","09:18","1.755","-","2.16"
"2023/07/26","09:24","1.773","-","2.21"
"2023/07/26","09:30","1.79","-","2.27"
"2023/07/26","09:36","1.806","-","2.23"
"2023/07/26","09:42","1.821","-","2.23"
"2023/07/26","09:48","1.835","-","2.24"
"2023/07/26","09:54","1.848","-","2.33"
"2023/07/26","10:00","1.859","-","2.33"
"2023/07/26","10:06","1.87","-","2.31"
"2023/07/26","10:12","1.879","-","2.27"
"2023/07/26","10:18","1.887","-","2.32"
"2023/07/26","10:24","1.894","-","2.29"
"2023/07/26","10:30","1.9","-","2.35"
"2023/07/26","10:36","1.904","-","2.32"
"2023/07/26","10:42","1.908","-","2.32"
"2023/07/26","10:48","1.91","-","2.31"
"2023/07/26","10:54","1.911","-","2.3"
"2023/07/26","11:00","1.911","-","2.31"
"2023/07/26","11:06","1.911","-","2.35"
"2023/07/26","11:12","1.909","-","2.32"
"2023/07/26","11:18","1.906","-","2.31"
"2023/07/26","11:24","1.902","-","2.3"
"2023/07/26","11:30","1.898","-","2.31"
"2023/07/26","11:36","1.892","-","2.37"
"2023/07/26","11:42","1.886","-","2.29"
"2023/07/26","11:48","1.879","-","2.33"
"2023/07/26","11:54","1.872","-","2.32"
"2023/07/26","12:00","1.863","-","2.23"
"2023/07/26","12:06","1.855","-","2.29"
"2023/07/26","12:12","1.845","-","2.34"
"2023/07/26","12:18","1.835","-","2.2"
"2023/07/26","12:24","1.825","-","2.19"
"2023/07/26","12:30","1.814","-","2.29"
"2023/07/26","12:36","1.803","-","2.22"
"2023/07/26","12:42","1.792","-","2.19"
"2023/07/26","12:48","1.78","-","2.2"
"2023/07/26","12:54","1.767","-","2.17"
"2023/07/26","13:00","1.755","-","2.15"
"2023/07/26","13:06","1.742","-","2.15"
"2023/07/26","13:12","1.729","-","2.18"
"2023/07/26","13:18","1.716","-","2.14"
"2023/07/26","13:24","1.703","-","2.13"
"2023/07/26","13:30","1.689","-","2.08"
"2023/07/26","13:36","1.675","-","2.14"
"2023/07/26","13:42","1.661","-","2.1"
"2023/07/26","13:48","1.647","-","2.04"
"2023/07/26","13:54","1.633","-","2.07"
"2023/07/26","14:00","1.619","-","2.06"
"2023/07/26","14:06","1.605","-","2.04"
"2023/07/26","14:12","1.591","-","2.03"
"2023/07/26","14:18","1.577","-","2.05"
"2023/07/26","14:24","1.562","-","2"
"2023/07/26","14:30","1.549","-","1.94"
"2023/07/26","14:36","1.535","-","1.94"
"2023/07/26","14:42","1.521","-","1.99"
"2023/07/26","14:48","1.508","-","1.92"
"2023/07/26","14:54","1.495","-","1.97"
"2023/07/26","15:00","1.482","-","1.87"
"2023/07/26","15:06","1.469","-","1.85"
"2023/07/26","15:12","1.457","-","1.87"
"2023/07/26","15:18","1.446","-","1.87"
"2023/07/26","15:24","1.435","-","1.85"
"2023/07/26","15:30","1.424","-","1.81"
"2023/07/26","15:36","1.414","-","1.8"
"2023/07/26","15:42","1.405","-","1.81"
"2023/07/26","15:48","1.397","-","1.79"
"2023/07/26","15:54","1.389","-","1.79"
"2023/07/26","16:00","1.382","-","1.75"
"2023/07/26","16:06","1.375","-","1.77"
"2023/07/26","16:12","1.369","-","1.76"
"2023/07/26","16:18","1.365","-","1.74"
"2023/07/26","16:24","1.36","-","1.71"
"2023/07/26","16:30","1.357","-","1.76"
"2023/07/26","16:36","1.355","-","1.75"
"2023/07/26","16:42","1.353","-","1.74"
"2023/07/26","16:48","1.352","-","1.73"
"2023/07/26","16:54","1.351","-","1.71"
"2023/07/26","17:00","1.351","-","1.73"
"2023/07/26","17:06","1.352","-","1.79"
"2023/07/26","17:12","1.354","-","1.75"
"2023/07/26","17:18","1.356","-","1.67"
"2023/07/26","17:24","1.358","-","1.73"
"2023/07/26","17:30","1.361","-","1.78"
"2023/07/26","17:36","1.365","-","1.76"
"2023/07/26","17:42","1.368","-","1.7"
"2023/07/26","17:48","1.372","-","1.71"
"2023/07/26","17:54","1.377","-","1.81"
"2023/07/26","18:00","1.381","-","1.77"
"2023/07/26","18:06","1.386","-","1.75"
"2023/07/26","18:12","1.39","-","1.73"
"2023/07/26","18:18","1.395","-","1.79"
"2023/07/26","18:24","1.399","-","1.81"
"2023/07/26","18:30","1.404","-","1.81"
"2023/07/26","18:36","1.408","-","1.75"
"2023/07/26","18:42","1.413","-","1.78"
"2023/07/26","18:48","1.417","-","1.83"
"2023/07/26","18:54","1.421","-","1.8"
"2023/07/26","19:00","1.425","-","1.81"
"2023/07/26","19:06","1.428","-","1.89"
"2023/07/26","19:12","1.431","-","1.83"
"2023/07/26","19:18","1.434","-","1.81"
"2023/07/26","19:24","1.437","-","1.87"
"2023/07/26","19:30","1.439","-","1.84"
"2023/07/26","19:36","1.441","-","1.88"
"2023/07/26","19:42","1.443","-","1.79"
"2023/07/26","19:48","1.444","-","1.87"
"2023/07/26","19:54","1.445","-","1.85"
"2023/07/26","20:00","1.445","-","1.87"
"2023/07/26","20:06","1.445","-","1.84"
"2023/07/26","20:12","1.445","-","1.83"
"2023/07/26","20:18","1.444","-","1.89"
"2023/07/26","20:24","1.443","-","1.86"
"2023/07/26","20:30","1.441","-","1.85"
"2023/07/26","20:36","1.439","-","1.86"
"2023/07/26","20:42","1.436","-","1.85"
"2023/07/26","20:48","1.432","-","1.87"
"2023/07/26","20:54","1.428","-","1.9"
"2023/07/26","21:00","1.423","-","1.81"
"2023/07/26","21:06","1.418","-","1.85"
"2023/07/26","21:12","1.411","-","1.87"
"2023/07/26","21:18","1.404","-","1.86"
"2023/07/26","21:24","1.397","-","1.83"
"2023/07/26","21:30","1.388","-","1.87"
"2023/07/26","21:36","1.379","-","1.82"
"2023/07/26","21:42","1.369","-","1.86"
"2023/07/26","21:48","1.358","-","1.83"
"2023/07/26","21:54","1.346","-","1.85"
"2023/07/26","22:00","1.333","-","1.82"
"2023/07/26","22:06","1.319","-","1.77"
"2023/07/26","22:12","1.304","-","1.81"
"2023/07/26","22:18","1.289","-","1.83"
"2023/07/26","22:24","1.272","-","1.77"
"2023/07/26","22:30","1.254","-","1.68"
"2023/07/26","22:36","1.236","-","1.73"
"2023/07/26","22:42","1.217","-","1.76"
"2023/07/26","22:48","1.197","-","1.74"
"2023/07/26","22:54","1.176","-","1.69"
"2023/07/26","23:00","1.154","-","1.63"
"2023/07/26","23:06","1.132","-","1.66"
"2023/07/26","23:12","1.109","-","1.68"
"2023/07/26","23:18","1.085","-","1.62"
"2023/07/26","23:24","1.061","-","1.59"
"2023/07/26","23:30","1.036","-","1.59"
"2023/07/26","23:36","1.01","-","1.58"
"2023/07/26","23:42","0.985","-","1.49"
"2023/07/26","23:48","0.959","-","1.55"
"2023/07/26","23:54","0.932","-","1.51"
"2023/07/27","00:00","0.906","-","1.44"
"2023/07/27","00:06","0.879","-","1.43"
"2023/07/27","00:12","0.852","-","1.39"
"2023/07/27","00:18","0.825","-","1.44"
"2023/07/27","00:24","0.798","-","1.39"
"2023/07/27","00:30","0.771","-","1.27"
"2023/07/27","00:36","0.745","-","1.32"
"2023/07/27","00:42","0.718","-","1.29"
"2023/07/27","00:48","0.691","-","1.24"
"2023/07/27","00:54","0.665","-","1.23"
"2023/07/27","01:00","0.639","-","1.18"
"2023/07/27","01:06","0.614","-","1.13"
"2023/07/27","01:12","0.588","-","1.13"
"2023/07/27","01:18","0.564","-","1.11"
"2023/07/27","01:24","0.539","-","1.08"
"2023/07/27","01:30","0.515","-","1.05"
"2023/07/27","01:36","0.492","-","1.05"
"2023/07/27","01:42","0.468","-","1.03"
"2023/07/27","01:48","0.446","-","0.99"
"2023/07/27","01:54","0.424","-","1"
"2023/07/27","02:00","0.403","-","0.91"
"2023/07/27","02:06","0.382","-","0.9"
"2023/07/27","02:12","0.362","-","0.93"
"2023/07/27","02:18","0.342","-","0.88"
"2023/07/27","02:24","0.324","-","0.84"
"2023/07/27","02:30","0.306","-","0.91"
"2023/07/27","02:36","0.289","-","0.85"
"2023/07/27","02:42","0.273","-","0.8"
"2023/07/27","02:48","0.257","-","0.75"
"2023/07/27","02:54","0.243","-","0.78"
"2023/07/27","03:00","0.23","-","0.8"
"2023/07/27","03:06","0.218","-","0.75"
"2023/07/27","03:12","0.206","-","0.71"
"2023/07/27","03:18","0.197","-","0.72"
"2023/07/27","03:24","0.188","-","0.75"
"2023/07/27","03:30","0.18","-","0.72"
"2023/07/27","03:36","0.174","-","0.69"
"2023/07/27","03:42","0.17","-","0.69"
"2023/07/27","03:48","0.166","-","0.67"
"2023/07/27","03:54","0.165","-","0.69"
"2023/07/27","04:00","0.164","-","0.73"
"2023/07/27","04:06","0.166","-","0.69"
"2023/07/27","04:12","0.168","-","0.63"
"2023/07/27","04:18","0.173","-","0.67"
"2023/07/27","04:24","0.179","-","0.7"
"2023/07/27","04:30","0.186","-","0.7"
"2023/07/27","04:36","0.196","-","0.74"
"2023/07/27","04:42","0.206","-","0.67"
"2023/07/27","04:48","0.219","-","0.73"
"2023/07/27","04:54","0.233","-","0.73"
"2023/07/27","05:00","0.249","-","0.77"
"2023/07/27","05:06","0.266","-","0.75"
"2023/07/27","05:12","0.285","-","0.76"
"2023/07/27","05:18","0.305","-","0.74"
"2023/07/27","05:24","0.326","-","0.82"
"2023/07/27","05:30","0.349","-","0.87"
"2023/07/27","05:36","0.374","-","0.87"
"2023/07/27","05:42","0.399","-","0.89"
"2023/07/27","05:48","0.426","-","0.89"
"2023/07/27","05:54","0.454","-","0.92"
"2023/07/27","06:00","0.483","-","0.94"
"2023/07/27","06:06","0.513","-","0.96"
"2023/07/27","06:12","0.544","-","1"
"2023/07/27","06:18","0.576","-","1.05"
"2023/07/27","06:24","0.609","-","1.03"
"2023/07/27","06:30","0.643","-","1.06"
"2023/07/27","06:36","0.677","-","1.07"
"2023/07/27","06:42","0.712","-","1.11"
"2023/07/27","06:48","0.748","-","1.23"
"2023/07/27","06:54","0.784","-","1.17"
"2023/07/27","07:00","0.821","-","1.15"
"2023/07/27","07:06","0.858","-","1.23"
"2023/07/27","07:12","0.896","-","1.32"
"2023/07/27","07:18","0.934","-","1.37"
"2023/07/27","07:24","0.972","-","1.32"
"2023/07/27","07:30","1.011","-","1.36"
"2023/07/27","07:36","1.05","-","1.4"
"2023/07/27","07:42","1.089","-","1.43"
"2023/07/27","07:48","1.128","-","1.51"
"2023/07/27","07:54","1.167","-","1.57"
"2023/07/27","08:00","1.207","-","1.55"
"2023/07/27","08:06","1.247","-","1.56"
"2023/07/27","08:12","1.286","-","1.61"
"2023/07/27","08:18","1.326","-","1.69"
"2023/07/27","08:24","1.365","-","1.72"
"2023/07/27","08:30","1.404","-","1.78"
"2023/07/27","08:36","1.443","-","1.81"
"2023/07/27","08:42","1.482","-","1.87"
"2023/07/27","08:48","1.52","-","1.83"
"2023/07/27","08:54","1.558","-","1.94"
"2023/07/27","09:00","1.596","-","1.98"
"2023/07/27","09:06","1.633","-","2.04"
"2023/07/27","09:12","1.67","-","2"
"2023/07/27","09:18","1.705","-","2.02"
"2023/07/27","09:24","1.74","-","2.1"
"2023/07/27","09:30","1.775","-","2.17"
"2023/07/27","09:36","1.808","-","2.15"
"2023/07/27","09:42","1.841","-","2.22"
"2023/07/27","09:48","1.872","-","2.22"
"2023/07/27","09:54","1.903","-","2.21"
"2023/07/27","10:00","1.932","-","2.32"
"2023/07/27","10:06","1.96","-","2.36"
"2023/07/27","10:12","1.987","-","2.35"
"2023/07/27","10:18","2.013","-","2.35"
"2023/07/27","10:24","2.037","-","2.4"
"2023/07/27","10:30","2.06","-","2.42"
"2023/07/27","10:36","2.082","-","2.48"
"2023/07/27","10:42","2.102","-","2.49"
"2023/07/27","10:48","2.121","-","2.51"
"2023/07/27","10:54","2.138","-","2.46"
"2023/07/27","11:00","2.154","-","2.54"
"2023/07/27","11:06","2.168","-","2.56"
"2023/07/27","11:12","2.181","-","2.54"
"2023/07/27","11:18","2.192","-","2.53"
"2023/07/27","11:24","2.202","-","2.57"
"2023/07/27","11:30","2.21","-","2.6"
"2023/07/27","11:36","2.217","-","2.59"
"2023/07/27","11:42","2.222","-","2.58"
"2023/07/27","11:48","2.227","-","2.61"
"2023/07/27","11:54","2.229","-","2.63"
"2023/07/27","12:00","2.231","-","2.61"
"2023/07/27","12:06","2.231","-","2.61"
"2023/07/27","12:12","2.229","-","2.61"
"2023/07/27","12:18","2.227","-","2.6"
"2023/07/27","12:24","2.223","-","2.61"
"2023/07/27","12:30","2.218","-","2.65"
"2023/07/27","12:36","2.212","-","2.57"
"2023/07/27","12:42","2.205","-","2.58"
"2023/07/27","12:48","2.196","-","2.63"
"2023/07/27","12:54","2.187","-","2.59"
"2023/07/27","13:00","2.176","-","2.56"
"2023/07/27","13:06","2.165","-","2.55"
"2023/07/27","13:12","2.152","-","2.57"
"2023/07/27","13:18","2.139","-","2.57"
"2023/07/27","13:24","2.124","-","2.57"
"2023/07/27","13:30","2.109","-","2.5"
"2023/07/27","13:36","2.092","-","2.47"
"2023/07/27","13:42","2.075","-","2.52"
"2023/07/27","13:48","2.057","-","2.46"
"2023/07/27","13:54","2.038","-","2.43"
"2023/07/27","14:00","2.018","-","2.4"
"2023/07/27","14:06","1.998","-","2.41"
"2023/07/27","14:12","1.977","-","2.41"
"2023/07/27","14:18","1.955","-","2.32"
"2023/07/27","14:24","1.933","-","2.35"
"2023/07/27","14:30","1.91","-","2.31"
"2023/07/27","14:36","1.886","-","2.29"
"2023/07/27","14:42","1.862","-","2.27"
"2023/07/27","14:48","1.838","-","2.24"
"2023/07/27","14:54","1.814","-","2.26"
"2023/07/27","15:00","1.789","-","2.18"
"2023/07/27","15:06","1.763","-","2.17"
"2023/07/27","15:12","1.738","-","2.21"
"2023/07/27","15:18","1.713","-","2.14"
"2023/07/27","15:24","1.688","-","2.07"
"2023/07/27","15:30","1.662","-","2.12"
"2023/07/27","15:36","1.637","-","2.09"
"2023/07/27","15:42","1.613","-","2.03"
"2023/07/27","15:48","1.588","-","2.05"
"2023/07/27","15:54","1.564","-","2.02"
"2023/07/27","16:00","1.54","-","1.99"
"2023/07/27","16:06","1.517","-","1.98"
"2023/07/27","16:12","1.495","-","1.94"
"2023/07/27","16:18","1.473","-","1.92"
"2023/07/27","16:24","1.452","-","1.88"
"2023/07/27","16:30","1.432","-","1.85"
"2023/07/27","16:36","1.412","-","1.85"
"2023/07/27","16:42","1.394","-","1.87"
"2023/07/27","16:48","1.376","-","1.84"
"2023/07/27","16:54","1.359","-","1.78"
"2023/07/27","17:00","1.343","-","1.8"
"2023/07/27","17:06","1.328","-","1.83"
"2023/07/27","17:12","1.314","-","1.75"
"2023/07/27","17:18","1.301","-","1.74"
"2023/07/27","17:24","1.289","-","1.73"
"2023/07/27","17:30","1.278","-","1.72"
"2023/07/27","17:36","1.268","-","1.77"
"2023/07/27","17:42","1.259","-","1.72"
